"repayment","account","time","behavior","usage","amount","savings","employment","rate","famgen","guaran","residence","finance","age","furthcred","home","prevcred","job","pers","phone","gastarb","dtime","damount","dage","simple.score"
0,2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,1,1,1,"6","6","2",0.372857682784811
0,2,24,2,3,3092,2,2,3,4,1,2,3,22,3,1,1,3,1,2,1,"7","6","1",0.585652408707492
0,4,18,2,0,6761,5,3,2,3,1,4,3,68,2,1,2,3,1,1,1,"8","5","5",0.816075820102439
0,2,12,2,3,1331,1,2,2,3,1,1,3,22,3,2,1,3,1,1,1,"9","8","1",0.560848456938737
0,2,54,0,9,15945,1,2,3,3,1,4,4,58,3,1,1,3,1,2,1,"2","2","3",0.297966197928339
0,1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,1,2,1,"7","6","1",0.417924513879295
0,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,2,1,1,"8","9","2",0.455469159903857
0,2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,1,2,1,"3","4","2",0.289104378627298
0,4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,1,2,1,"7","4","2",0.727413786469136
0,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,1,1,1,"8","8","2",0.543939021595237
0,1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,1,2,1,"3","7","1",0.269694107867559
0,1,21,1,0,1647,5,3,4,3,1,2,2,40,1,2,2,2,2,1,1,"7","7","3",0.376782670591258
0,4,48,2,9,4844,1,1,3,3,1,2,3,33,3,1,1,4,1,2,1,"3","6","2",0.567404103672486
0,2,27,0,9,8318,1,5,2,2,1,4,4,42,2,3,2,4,1,2,1,"6","4","3",0.403571258873868
0,3,18,2,3,2100,1,3,4,3,2,2,1,37,3,2,1,3,1,1,1,"8","7","2",0.786953913329636
0,1,45,0,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,1,1,1,"3","3","2",-0.0385151820710042
0,1,6,2,6,448,1,2,4,2,1,4,2,23,3,2,1,3,1,1,1,"10","10","1",0.632110454256236
0,1,30,2,5,11998,1,2,1,1,1,1,4,34,1,2,1,2,1,2,1,"6","3","2",0.164817083108865
0,2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,1,2,0,"3","2","2",0.371206595295991
0,1,6,2,0,14896,1,5,1,3,1,4,4,68,1,2,1,4,1,2,1,"10","3","5",0.455602272667393
0,2,12,2,2,2762,5,5,1,2,1,2,2,25,3,2,1,3,1,2,1,"9","6","1",0.920349535326867
0,1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,1,2,1,"9","6","2",0.709192464150418
0,2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,1,2,1,"7","7","1",0.675698768847291
0,4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,1,2,1,"8","7","2",0.929653202122047
0,2,48,4,2,5096,1,3,2,2,1,3,3,30,3,2,1,4,1,2,1,"3","5","2",0.544413091708656
0,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,1,1,"8","7","1",0.183134250027245
0,1,48,2,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,1,2,1,"3","5","2",0.620109571266876
0,4,12,4,9,2292,1,1,4,3,1,2,3,42,2,2,2,4,1,2,1,"9","7","3",0.844642944513775
0,1,14,2,0,8978,1,5,1,1,1,4,2,45,3,2,1,4,1,2,0,"8","4","3",0.607528306116149
0,1,12,2,3,674,2,4,4,4,1,1,2,20,3,2,1,3,1,1,1,"9","9","1",0.476844106659196
0,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,1,1,1,"8","9","1",0.310063583530315
0,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,2,1,"7","6","1",0.534402465486451
0,1,18,2,6,750,1,1,4,2,1,1,1,27,3,2,1,1,1,1,1,"8","9","2",0.350291600931926
0,2,24,2,1,12579,1,5,4,2,1,2,4,44,3,3,1,4,1,2,1,"7","3","3",0.373326919120687
0,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,2,1,"8","4","3",0.755005729846861
0,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,1,2,1,"8","6","2",0.631712698503117
0,1,12,0,3,6199,1,3,4,3,1,2,2,28,3,1,2,3,1,2,1,"9","5","2",0.368280130801797
0,1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,1,1,"7","7","1",0.43226029564461
0,1,24,2,0,2303,1,5,4,3,2,1,1,45,3,2,1,3,1,1,1,"7","7","3",0.604017775364786
0,4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,1,2,1,"7","3","2",0.895968059287883
0,2,12,2,3,6468,5,1,2,3,1,1,4,52,3,2,1,4,1,2,1,"9","5","3",0.741250491034911
0,1,30,2,2,6350,5,5,4,3,1,4,2,31,3,2,1,3,1,1,1,"6","5","2",0.664933314950325
